Customer ID,Age,State,Gender,Device_Count,Active_Months,Total_Purchases,Avg_Unit_Price,Total_Revenue,Avg_Satisfaction_Rate,Primary_Review,Customer_Tenure_Months,Avg_Data_Usage_GB,Total_Data_Usage_GB,Avg_GB_Purchased,Total_GB_Purchased,Primary_Plan_Type,Churn_Status,Reasons_for_Churn,Churn,Usage_vs_Purchased_Ratio,Revenue_per_Purchase,Tenure_Bucket,Is_Multi_Device
CUST0436,31,Kebbi,Female,2,1,21,4750.0,180500,3.0,Good,38,156.505,313.01,13.0,501.0,Daily,Yes,Poor Network,1,0.6247704590818363,8595.238095238095,37+,Yes
CUST0437,57,Borno,Male,1,1,13,24000.0,312000,3.0,Good,56,190.4,190.4,120.0,1560.0,Monthly,No,,0,0.122051282051282,24000.0,37+,No
CUST0438,67,Edo,Male,1,1,5,7500.0,37500,1.0,Poor,16,57.34,57.34,20.0,100.0,Monthly,Yes,Poor Customer Service,1,0.5734,7500.0,13-24,No
CUST0439,54,Yobe,Female,1,1,13,14500.0,188500,5.0,Excellent,48,98.18,98.18,60.0,780.0,Monthly,Yes,High Call Tarriffs,1,0.1258717948717948,14500.0,37+,No
CUST0440,50,Kwara,Male,2,1,20,10450.0,113500,3.0,Good,49,116.305,232.61,76.25,787.5,2-Day,No,,0,0.2953777777777777,5675.0,37+,Yes
CUST0441,26,Cross River,Female,1,1,10,14500.0,145000,4.0,Very Good,28,104.86,104.86,60.0,600.0,Monthly,No,,0,0.1747666666666666,14500.0,25-36,No
CUST0442,25,Rivers,Male,3,1,29,12200.0,267800,4.0,Very Good,33,153.14,459.42,72.16666666666667,1144.5,Monthly,Yes,High Call Tarriffs,1,0.4014154652686762,9234.48275862069,25-36,Yes
CUST0443,26,Kogi,Female,2,1,24,22250.0,410000,4.0,Very Good,21,105.905,211.81,180.0,2400.0,Monthly,No,,0,0.0882541666666666,17083.333333333332,13-24,Yes
CUST0444,18,Lagos,Female,1,1,20,6500.0,130000,2.0,Fair,8,60.91,60.91,16.5,330.0,Monthly,No,,0,0.1845757575757575,6500.0,7-12,No
CUST0445,66,Abia,Male,1,1,5,16000.0,80000,1.0,Poor,9,42.24,42.24,65.0,325.0,Monthly,Yes,Better Offers from Competitors,1,0.1299692307692307,16000.0,7-12,No
CUST0446,71,Adamawa,Male,1,1,15,20000.0,300000,4.0,Very Good,6,180.53,180.53,150.0,2250.0,Monthly,Yes,Fast Data Consumption,1,0.0802355555555555,20000.0,0-6,No
CUST0447,76,Kano,Female,2,1,33,22000.0,791000,2.0,Fair,38,95.39,190.78,97.5,3555.0,Monthly,Yes,Better Offers from Competitors,1,0.0536652601969057,23969.696969696968,37+,Yes
CUST0448,20,Yobe,Female,3,1,48,28000.0,1386000,2.0,Fair,32,42.31333333333333,126.94,161.66666666666666,7780.0,Monthly,No,,0,0.0163161953727506,28875.0,25-36,Yes
CUST0449,36,Cross River,Male,3,1,31,24166.666666666668,690000,4.0,Very Good,31,167.81333333333333,503.44,161.66666666666666,5130.0,Monthly,Yes,Poor Customer Service,1,0.0981364522417154,22258.064516129038,25-36,Yes
CUST0450,52,Katsina,Female,1,1,7,5500.0,38500,2.0,Fair,9,61.08,61.08,12.5,87.5,Monthly,Yes,Fast Data Consumption,1,0.6980571428571428,5500.0,7-12,No
CUST0451,18,Ekiti,Female,2,1,24,5000.0,116000,2.0,Fair,23,67.93,135.86,11.25,260.0,Monthly,No,,0,0.5225384615384616,4833.333333333333,13-24,Yes
CUST0452,59,Ekiti,Male,3,1,26,11833.333333333334,460000,2.0,Fair,50,160.38333333333333,481.15,71.06666666666666,3246.4,Monthly,No,,0,0.1482103252833908,17692.30769230769,37+,Yes
CUST0453,29,Abuja (FCT),Male,3,1,30,10166.666666666666,175000,3.0,Good,56,94.43333333333332,283.29999999999995,71.06666666666666,978.4,Monthly,Yes,Costly Data Plans,1,0.2895543744889615,5833.333333333333,37+,Yes
CUST0454,47,Taraba,Female,2,1,22,11000.0,284000,1.0,Poor,19,94.15,188.3,40.0,1120.0,Monthly,Yes,High Call Tarriffs,1,0.168125,12909.09090909091,13-24,Yes
CUST0455,68,Kogi,Female,1,1,13,9000.0,117000,1.0,Poor,55,67.99,67.99,30.0,390.0,Monthly,No,,0,0.1743333333333333,9000.0,37+,No
CUST0456,71,Oyo,Female,1,1,18,75000.0,1350000,2.0,Fair,49,80.7,80.7,450.0,8100.0,3-Month,No,,0,0.0099629629629629,75000.0,37+,No
CUST0457,56,Ekiti,Male,1,1,18,5500.0,99000,5.0,Excellent,53,128.95,128.95,12.5,225.0,Monthly,No,,0,0.573111111111111,5500.0,37+,No
CUST0458,60,Kebbi,Male,2,1,23,16500.0,297000,1.0,Poor,57,73.825,147.65,72.5,1145.0,Monthly,Yes,Costly Data Plans,1,0.1289519650655022,12913.04347826087,37+,Yes
CUST0460,49,Zamfara,Female,3,1,46,18166.666666666668,935000,1.0,Poor,8,124.85666666666668,374.57,153.33333333333334,8050.0,Monthly,No,,0,0.0465304347826086,20326.08695652174,7-12,Yes
CUST0461,29,Niger,Male,2,1,8,7750.0,48500,4.0,Very Good,53,28.130000000000003,56.260000000000005,31.6,196.0,2-Day,Yes,High Call Tarriffs,1,0.2870408163265306,6062.5,37+,Yes
CUST0462,67,Bauchi,Female,2,1,19,17750.0,227000,5.0,Excellent,56,87.89,175.78,156.25,1675.0,Monthly,No,,0,0.1049432835820895,11947.368421052632,37+,Yes
CUST0463,74,Borno,Male,3,1,38,12166.666666666666,606500,4.0,Very Good,45,51.22333333333333,153.67,72.0,3765.0,Monthly,No,,0,0.0408154050464807,15960.526315789471,37+,Yes
CUST0464,63,Abia,Female,1,1,10,900.0,9000,4.0,Very Good,20,187.4,187.4,2.5,25.0,2-Day,Yes,Poor Customer Service,1,7.496,900.0,13-24,No
CUST0465,43,Enugu,Female,1,1,19,5500.0,104500,5.0,Excellent,1,114.83,114.83,12.5,237.5,Monthly,No,,0,0.4834947368421052,5500.0,0-6,No
CUST0466,59,Jigawa,Female,2,1,31,12750.0,460500,2.0,Fair,54,95.14,190.28,81.25,3137.5,Monthly,No,,0,0.0606470119521912,14854.83870967742,37+,Yes
CUST0467,65,Osun,Female,3,1,48,16833.333333333332,757000,4.0,Very Good,22,98.10333333333334,294.31,95.5,4497.0,Monthly,No,,0,0.0654458527907494,15770.833333333334,13-24,Yes
CUST0468,22,Bauchi,Male,1,1,7,16000.0,112000,5.0,Excellent,49,55.36,55.36,65.0,455.0,Monthly,No,,0,0.1216703296703296,16000.0,37+,No
CUST0469,72,Katsina,Female,1,1,1,75000.0,75000,4.0,Very Good,26,36.51,36.51,450.0,450.0,3-Month,No,,0,0.0811333333333333,75000.0,25-36,No
CUST0470,56,Jigawa,Female,2,1,11,19500.0,225000,1.0,Poor,6,172.12,344.24,162.5,1925.0,Monthly,No,,0,0.178825974025974,20454.545454545456,0-6,Yes
CUST0471,57,Enugu,Male,2,1,24,4950.0,54000,3.0,Good,46,46.435,92.87,13.75,150.0,2-Day,No,,0,0.6191333333333333,2250.0,37+,Yes
CUST0472,79,Zamfara,Female,3,1,45,8633.333333333334,466200,1.0,Poor,8,61.88,185.64,32.5,1760.0,Monthly,No,,0,0.1054772727272727,10360.0,7-12,Yes
CUST0473,54,Kogi,Female,1,1,18,35000.0,630000,2.0,Fair,6,192.29,192.29,165.0,2970.0,Monthly,No,,0,0.0647441077441077,35000.0,0-6,No
CUST0474,21,Lagos,Female,2,1,13,40750.0,564000,2.0,Fair,54,128.235,256.47,233.25,3249.0,3-Month,Yes,Fast Data Consumption,1,0.0789381348107109,43384.61538461538,37+,Yes
CUST0475,24,Abia,Male,2,1,26,18250.0,521500,2.0,Fair,26,159.36,318.72,158.25,4681.5,Monthly,No,,0,0.0680807433514899,20057.69230769231,25-36,Yes
CUST0476,47,Niger,Female,3,1,20,26500.0,558500,5.0,Excellent,14,64.04666666666667,192.14,175.0,5145.0,Monthly,No,,0,0.0373449951409135,27925.0,13-24,Yes
CUST0478,75,Gombe,Male,2,1,26,20000.0,520000,2.0,Fair,29,105.29,210.58,150.0,3900.0,Monthly,No,,0,0.0539948717948717,20000.0,25-36,Yes
CUST0479,20,Akwa Ibom,Female,3,1,42,10333.333333333334,519500,1.0,Poor,58,81.58,244.74,58.833333333333336,3197.0,Monthly,Yes,Better Offers from Competitors,1,0.0765530184548013,12369.047619047618,37+,Yes
CUST0480,32,Edo,Male,1,1,14,150000.0,2100000,2.0,Fair,57,0.89,0.89,1536.0,21504.0,Yearly,No,,0,4.138764880952381e-05,150000.0,37+,No
CUST0481,57,Kwara,Female,2,1,27,85000.0,2230000,5.0,Excellent,18,36.73,73.46000000000001,843.0,22068.0,Monthly,No,,0,0.0033288018850824,82592.5925925926,13-24,Yes
CUST0482,58,Katsina,Male,1,1,3,4500.0,13500,4.0,Very Good,48,66.18,66.18,10.0,30.0,Monthly,No,,0,2.2060000000000004,4500.0,37+,No
CUST0484,76,Imo,Female,1,1,4,24000.0,96000,3.0,Good,54,124.1,124.1,120.0,480.0,Monthly,No,,0,0.2585416666666666,24000.0,37+,No
CUST0485,31,Katsina,Male,3,1,35,10333.333333333334,422000,4.0,Very Good,59,28.133333333333336,84.4,36.66666666666666,1630.0,Monthly,No,,0,0.0517791411042944,12057.142857142857,37+,Yes
CUST0486,28,Kogi,Male,2,1,12,6750.0,103500,4.0,Very Good,56,56.57,113.14,20.0,340.0,Monthly,No,,0,0.3327647058823529,8625.0,37+,Yes
CUST0487,40,Borno,Female,2,1,16,12250.0,289000,4.0,Very Good,23,111.095,222.19,80.0,2120.0,Monthly,No,,0,0.1048066037735849,18062.5,13-24,Yes
CUST0488,61,Abia,Male,2,1,31,27000.0,846000,3.0,Good,10,91.87,183.74,210.0,6780.0,Monthly,No,,0,0.0271002949852507,27290.322580645163,7-12,Yes
CUST0489,41,Benue,Male,3,1,30,14833.333333333334,440000,3.0,Good,51,85.24,255.72,90.66666666666669,3163.0,Monthly,Yes,Fast Data Consumption,1,0.08084729687006,14666.666666666666,37+,Yes
CUST0490,45,Sokoto,Male,2,1,13,4000.0,46500,3.0,Good,16,83.885,167.77,8.5,94.0,Monthly,No,,0,1.7847872340425532,3576.923076923077,13-24,Yes
CUST0491,30,Plateau,Female,2,1,12,10175.0,122100,5.0,Excellent,29,108.55,217.1,75.244140625,902.9296875,Daily,No,,0,0.2404395414233182,10175.0,25-36,Yes
CUST0492,47,Enugu,Male,1,1,4,35000.0,140000,3.0,Good,2,131.15,131.15,165.0,660.0,Monthly,No,,0,0.1987121212121212,35000.0,0-6,No
CUST0493,42,Abia,Female,3,1,32,15166.666666666666,613500,3.0,Good,16,43.99333333333334,131.98000000000002,121.06666666666666,4996.0,Monthly,No,,0,0.0264171337069655,19171.875,13-24,Yes
CUST0494,21,Benue,Female,2,1,23,92500.0,3105000,3.0,Good,51,100.27,200.54,850.5,31215.0,Monthly,Yes,High Call Tarriffs,1,0.0064244754124619,135000.0,37+,Yes
CUST0495,37,Zamfara,Female,1,1,16,25000.0,400000,4.0,Very Good,49,105.33,105.33,200.0,3200.0,Monthly,No,,0,0.032915625,25000.0,37+,No
CUST0496,76,Akwa Ibom,Female,2,1,25,2550.0,65700,2.0,Fair,41,124.34,248.68,5.75,148.0,2-Day,Yes,Poor Customer Service,1,1.6802702702702703,2628.0,37+,Yes
CUST0497,26,Borno,Male,3,1,31,24833.33333333333,788000,5.0,Excellent,19,73.09666666666666,219.29,141.66666666666666,3680.0,Monthly,No,,0,0.0595896739130434,25419.35483870968,13-24,Yes
CUST0498,72,Osun,Female,2,1,10,14500.0,123000,3.0,Good,42,14.135,28.27,87.5,625.0,Monthly,No,,0,0.045232,12300.0,37+,Yes
CUST0499,41,Bayelsa,Female,1,1,10,9000.0,90000,2.0,Fair,20,154.13,154.13,30.0,300.0,Monthly,No,,0,0.5137666666666667,9000.0,13-24,No
CUST0500,67,Kebbi,Male,3,1,40,19500.0,843500,4.0,Very Good,31,129.72333333333333,389.17,107.33333333333331,4652.0,Monthly,Yes,High Call Tarriffs,1,0.0836564918314703,21087.5,25-36,Yes
